example_id                                                         | status | run_time        |
./spec/models/discount_spec.rb[1:5:2]                              | passed | 0.01312 seconds |
./spec/models/discount_spec.rb[1:5:3]                              | passed | 0.08087 seconds |
./spec/models/discount_spec.rb[1:6:1]                              | passed | 0.06363 seconds |
./spec/models/discount_spec.rb[1:6:2]                              | passed | 0.01096 seconds |
./spec/models/discount_spec.rb[1:7:1]                              | passed | 0.06798 seconds |
./spec/models/discount_spec.rb[1:7:2]                              | passed | 0.06524 seconds |
./spec/models/discount_spec.rb[1:7:3]                              | passed | 0.01204 seconds |
./spec/models/discount_spec.rb[1:8:1]                              | passed | 0.00494 seconds |
./spec/models/discount_spec.rb[1:8:2]                              | passed | 0.12892 seconds |
./spec/models/discount_spec.rb[1:9:1]                              | passed | 0.07651 seconds |
./spec/models/discount_spec.rb[1:9:2]                              | passed | 0.01334 seconds |
./spec/models/document_spec.rb[1:1:1]                              | passed | 0.00354 seconds |
./spec/models/document_spec.rb[1:1:2]                              | passed | 0.00241 seconds |
./spec/models/document_spec.rb[1:3:1]                              | passed | 0.00219 seconds |
./spec/models/document_spec.rb[1:3:2]                              | passed | 0.00303 seconds |
./spec/models/document_spec.rb[1:3:3]                              | passed | 0.00264 seconds |
./spec/models/document_spec.rb[1:4:1:1:1]                          | passed | 0.01885 seconds |
./spec/models/document_spec.rb[1:4:1:1:2]                          | passed | 0.02317 seconds |
./spec/models/document_spec.rb[1:4:1:1:3]                          | passed | 0.02628 seconds |
./spec/models/document_spec.rb[1:4:2:1:1]                          | passed | 0.09947 seconds |
./spec/models/document_spec.rb[1:4:2:2:1]                          | passed | 0.10212 seconds |
./spec/models/document_spec.rb[1:4:3:1]                            | passed | 0.02346 seconds |
./spec/models/document_spec.rb[1:4:3:2]                            | passed | 0.02478 seconds |
./spec/models/document_spec.rb[1:5:1:1]                            | passed | 0.00197 seconds |
./spec/models/document_spec.rb[1:5:1:2]                            | passed | 0.00207 seconds |
./spec/models/document_spec.rb[1:5:1:3]                            | passed | 0.00193 seconds |
./spec/models/document_spec.rb[1:6:1:1:1]                          | passed | 0.02597 seconds |
./spec/models/document_spec.rb[1:6:1:1:2]                          | passed | 0.02284 seconds |
./spec/models/document_spec.rb[1:6:1:1:3]                          | passed | 0.02156 seconds |
./spec/models/document_spec.rb[1:6:1:2:1]                          | passed | 0.03489 seconds |
./spec/models/document_spec.rb[1:6:1:2:2]                          | passed | 0.03208 seconds |
./spec/models/document_spec.rb[1:7:1]                              | passed | 0.01896 seconds |
./spec/models/feature_spec.rb[1:1:1]                               | passed | 0.0026 seconds  |
./spec/models/feature_spec.rb[1:1:2]                               | passed | 0.00348 seconds |
./spec/models/feature_spec.rb[1:2:1]                               | passed | 0.00812 seconds |
./spec/models/feature_spec.rb[1:2:2]                               | passed | 0.01041 seconds |
./spec/models/feature_spec.rb[1:3:1:1]                             | passed | 0.01397 seconds |
./spec/models/feature_spec.rb[1:3:2:1]                             | passed | 0.01548 seconds |
./spec/models/feature_spec.rb[1:4:1:1]                             | passed | 0.25661 seconds |
./spec/models/feature_spec.rb[1:4:2:1]                             | passed | 0.08026 seconds |
./spec/models/invited_vendor_spec.rb[1:1]                          | passed | 0.04596 seconds |
./spec/models/invoice_item_spec.rb[1:1:1]                          | passed | 0.00361 seconds |
./spec/models/invoice_item_spec.rb[1:2:1]                          | passed | 0.00493 seconds |
./spec/models/invoice_item_spec.rb[1:2:2]                          | passed | 0.00388 seconds |
./spec/models/invoice_item_spec.rb[1:3:1]                          | passed | 0.00639 seconds |
./spec/models/invoice_item_spec.rb[1:3:2]                          | passed | 0.01792 seconds |
./spec/models/invoice_item_spec.rb[1:4:1]                          | passed | 0.01606 seconds |
./spec/models/invoice_item_spec.rb[1:4:2]                          | passed | 0.01596 seconds |
./spec/models/invoice_item_spec.rb[1:5:1]                          | passed | 0.01678 seconds |
./spec/models/invoice_item_spec.rb[1:5:2]                          | passed | 0.0299 seconds  |
./spec/models/invoice_item_spec.rb[1:6:1]                          | passed | 0.00597 seconds |
./spec/models/invoice_item_spec.rb[1:6:2]                          | passed | 0.00523 seconds |
./spec/models/invoice_item_spec.rb[1:6:3]                          | passed | 0.00469 seconds |
./spec/models/invoice_item_spec.rb[1:6:4]                          | passed | 0.00453 seconds |
./spec/models/invoice_item_spec.rb[1:6:5]                          | passed | 0.00463 seconds |
./spec/models/invoice_item_spec.rb[1:7:1]                          | passed | 0.02104 seconds |
./spec/models/invoice_spec.rb[1:1:1]                               | passed | 0.00389 seconds |
./spec/models/invoice_spec.rb[1:1:2]                               | passed | 0.00425 seconds |
./spec/models/invoice_spec.rb[1:1:3]                               | passed | 0.00199 seconds |
